,qry_id,repeat_id,matching_repeat,matching_class,reference_length,merged_qrystart,merged_qryend,mergedfraglength,perc_div,perc_del,perc_insert,Gene,isoform
3995,XM_017493805.1,TDR19,+,DNA/hAT-Charlie,405,193,352,160,17.1,7.7,0.2,"XM_017493805.1 PREDICTED: Ictalurus punctatus ubiquitin carboxyl-terminal hydrolase BAP1-like (LOC108279500), transcript variant X2, mRNA",LOC108279500
3996,XM_017493809.1,hAT-30N1_DR,+,DNA/hAT-Ac,2033,546,630,85,18.8,0,0,"XM_017493809.1 PREDICTED: Ictalurus punctatus neuron navigator 3-like (LOC108279502), mRNA",LOC108279502
3997,XM_017493813.1,Mariner-17_DR,+,DNA/TcMar-Tc1,1600,4578,4751,174,27.6,0.6,0,"XM_017493813.1 PREDICTED: Ictalurus punctatus glutamate receptor ionotropic, kainate 2-like (LOC108279510), mRNA",LOC108279510
3998,XM_017493823.1,TC1DR3,+,DNA/TcMar-Tc1,1225,1622,1774,153,29.8,0,1.3,"XM_017493823.1 PREDICTED: Ictalurus punctatus arg8-vasotocin receptor-like (LOC108279517), mRNA",LOC108279517
3999,XM_017493823.1,TC1DR3,C,DNA/TcMar-Tc1,1225,1816,2358,543,23.9,12,2,"XM_017493823.1 PREDICTED: Ictalurus punctatus arg8-vasotocin receptor-like (LOC108279517), mRNA",LOC108279517
4000,XM_017493830.1,piggyBac-N2B_DR,+,DNA/PiggyBac,1093,7,108,102,23.7,3.9,5,"XM_017493830.1 PREDICTED: Ictalurus punctatus solute carrier organic anion transporter family member 1C1-like (LOC108279522), transcript variant X1, mRNA",LOC108279522
4001,XM_017493837.1,L2-1_DR,+,LINE/L2,4985,1,194,194,18.2,1,1,"XM_017493837.1 PREDICTED: Ictalurus punctatus contactin-1-like (LOC108279529), transcript variant X1, mRNA",LOC108279529
4002,XM_017493840.1,Harbinger3N_DR,C,DNA/PIF-Harbinger,1144,4227,4359,133,28,5.3,6.1,"XM_017493840.1 PREDICTED: Ictalurus punctatus NACHT, LRR and PYD domains-containing protein 12-like (LOC108279530), mRNA",LOC108279530
4003,XM_017493840.1,EnSpm-N11_DR,C,DNA/CMC-EnSpm,5353,3703,3848,146,24.1,2.7,0.7,"XM_017493840.1 PREDICTED: Ictalurus punctatus NACHT, LRR and PYD domains-containing protein 12-like (LOC108279530), mRNA",LOC108279530
4004,XM_017493840.1,EnSpm-22N2_DR,C,DNA/CMC-EnSpm,5547,255,338,84,26.7,0,6.3,"XM_017493840.1 PREDICTED: Ictalurus punctatus NACHT, LRR and PYD domains-containing protein 12-like (LOC108279530), mRNA",LOC108279530
4005,XM_017493843.1,DNA-N4_DR,C,DNA,1042,3950,4037,88,18.2,0,12.8,"XM_017493843.1 PREDICTED: Ictalurus punctatus leucine-rich repeat-containing protein 4-like (LOC108279533), mRNA",LOC108279533
4006,XM_017493853.1,Mariner-N13_DR,C,DNA/TcMar-Tc1,1141,2301,2554,254,24.3,0.8,2.8,"XM_017493853.1 PREDICTED: Ictalurus punctatus protein NLRC3-like (LOC108279536), transcript variant X4, mRNA",LOC108279536
4007,XM_017493875.1,GypsyDR1,+,LTR/Gypsy,4222,1266,1406,141,25,3.5,3.5,"XM_017493875.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108279543 (LOC108279543), mRNA",LOC108279543
4008,XM_017493877.1,DNA-3-3_DR,+,DNA,1350,1296,1388,93,24.7,10.8,4,"XM_017493877.1 PREDICTED: Ictalurus punctatus gastrula zinc finger protein XlCGF7.1-like (LOC108279546), transcript variant X1, mRNA",LOC108279546
4009,XM_017493877.1,Rex1-19_DRe,+,LINE/Rex-Babar,1666,3169,4752,1584,28.05,5.5,1.85,"XM_017493877.1 PREDICTED: Ictalurus punctatus gastrula zinc finger protein XlCGF7.1-like (LOC108279546), transcript variant X1, mRNA",LOC108279546
4010,XM_017493877.1,Rex1-38_DRe,+,LINE/Rex-Babar,3463,1888,2928,1041,29.9,5.9,2.1,"XM_017493877.1 PREDICTED: Ictalurus punctatus gastrula zinc finger protein XlCGF7.1-like (LOC108279546), transcript variant X1, mRNA",LOC108279546
4011,XM_017493880.1,RTE-1_DR,+,LINE/RTE-BovB,4083,1,782,782,33.5,3.5,3.3,"XM_017493880.1 PREDICTED: Ictalurus punctatus craniofacial development protein 2-like (LOC108279547), mRNA",LOC108279547
4012,XM_017493882.1,Nimb-1_DR,+,LINE/I,5274,428,532,105,11.1,2.8,1.6,"XM_017493882.1 PREDICTED: Ictalurus punctatus zinc finger protein 239-like (LOC108279549), transcript variant X1, mRNA",LOC108279549
4013,XM_017493886.1,Gypsy-29-I_DR,C,LTR/Gypsy,5173,611,714,104,32.7,0,0,"XM_017493886.1 PREDICTED: Ictalurus punctatus leucine-rich repeat flightless-interacting protein 2-like (LOC108279551), mRNA",LOC108279551
4014,XM_017493898.1,DNA2-10_DR,C,DNA,3521,2315,2397,83,12.5,6,3.5,"XM_017493898.1 PREDICTED: Ictalurus punctatus protein NLRC3-like (LOC108279579), mRNA",LOC108279579
4015,XM_017493899.1,DNA-2-32_DR,C,DNA/CMC-EnSpm?,8782,270,382,113,24.8,2.6,0,"XM_017493899.1 PREDICTED: Ictalurus punctatus protein NLRC3-like (LOC108279580), mRNA",LOC108279580
4016,XM_017493903.1,RTE-1_DR,+,LINE/RTE-BovB,4083,44,1186,1143,34.1,3.65,3.15,"XM_017493903.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108279583 (LOC108279583), mRNA",LOC108279583
4017,XM_017493908.1,Mariner-13_DR,+,DNA/TcMar-Tc1,1620,1531,1635,105,26.7,0,0,"XM_017493908.1 PREDICTED: Ictalurus punctatus sterile alpha motif domain containing 5 (samd5), transcript variant X1, mRNA",samd5
4018,XM_017493908.1,Tc1-1_DR,+,DNA/TcMar-Tc1,1625,3062,3195,134,32.6,3,1.5,"XM_017493908.1 PREDICTED: Ictalurus punctatus sterile alpha motif domain containing 5 (samd5), transcript variant X1, mRNA",samd5
4019,XM_017493908.1,hAT-31_DR,+,DNA/hAT-Ac,3080,1420,1511,92,25.2,16.3,0.9,"XM_017493908.1 PREDICTED: Ictalurus punctatus sterile alpha motif domain containing 5 (samd5), transcript variant X1, mRNA",samd5
4020,XM_017493911.1,Mariner-N13_DR,+,DNA/TcMar-Tc1,1141,1,211,211,18.5,18.5,0,"XM_017493911.1 PREDICTED: Ictalurus punctatus poly [ADP-ribose] polymerase 11-like (LOC108279593), mRNA",LOC108279593
4021,XM_017493923.1,hAT-N159_DR,C,DNA/hAT-Ac,1822,624,778,155,23,2,6.1,"XM_017493923.1 PREDICTED: Ictalurus punctatus nucleoporin 107 (nup107), mRNA",nup107
4022,XM_017493950.1,TC1DR3,C,DNA/TcMar-Tc1,1225,123,264,142,24.1,14.1,0.6,"XM_017493950.1 PREDICTED: Ictalurus punctatus phosphate carrier protein, mitochondrial-like (LOC108279629), mRNA",LOC108279629
4023,XM_017493957.1,DNA-AT-2_DR,C,DNA,1441,3052,3756,705,21.7,3.9,1.233333333,"XM_017493957.1 PREDICTED: Ictalurus punctatus PR domain 4 (prdm4), transcript variant X1, mRNA",prdm4
4024,XM_017493971.1,hAT-27_DR,C,DNA/hAT-Ac,3329,2146,2236,91,26.9,4.4,2.1,"XM_017493971.1 PREDICTED: Ictalurus punctatus src substrate cortactin-like (LOC108279643), transcript variant X1, mRNA",LOC108279643
4025,XM_017493998.1,DNA-8-12_DR,+,DNA/Merlin,731,5492,5748,257,19.2,1.9,11,"XM_017493998.1 PREDICTED: Ictalurus punctatus mucin-3A-like (LOC108279668), transcript variant X1, mRNA",LOC108279668
4026,XM_017493998.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,3902,4192,291,26,8.2,3.6,"XM_017493998.1 PREDICTED: Ictalurus punctatus mucin-3A-like (LOC108279668), transcript variant X1, mRNA",LOC108279668
4027,XM_017493998.1,TZF28B,+,DNA/TcMar-Tc1,1614,4770,4887,118,22.6,5.1,2.5,"XM_017493998.1 PREDICTED: Ictalurus punctatus mucin-3A-like (LOC108279668), transcript variant X1, mRNA",LOC108279668
4028,XM_017494031.1,REX1-8_DR,C,LINE/Rex-Babar,3461,6287,6529,243,28.6,10.7,2.3,"XM_017494031.1 PREDICTED: Ictalurus punctatus UPF0606 protein KIAA1549-like (LOC108279680), transcript variant X1, mRNA",LOC108279680
4029,XM_017494051.1,Rex1-28_DRe,+,LINE/Rex-Babar,3343,2015,2147,133,28.1,3.8,3.8,"XM_017494051.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108279687 (LOC108279687), transcript variant X1, mRNA",LOC108279687
4030,XM_017494051.1,SINE3-1,+,SINE/5S-Deu-L2,590,2292,2387,96,17.9,0,1.1,"XM_017494051.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108279687 (LOC108279687), transcript variant X1, mRNA",LOC108279687
4031,XM_017494071.1,hAT-N48B_DR,+,DNA/hAT-Ac,2140,351,521,171,26.4,1.8,11.5,"XM_017494071.1 PREDICTED: Ictalurus punctatus CUGBP, Elav-like family member 2 (celf2), transcript variant X1, mRNA",celf2
4032,XM_017494076.1,Rex1-28_DRe,+,LINE/Rex-Babar,3343,2497,2629,133,29.2,2.3,2.3,"XM_017494076.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108279694 (LOC108279694), transcript variant X1, mRNA",LOC108279694
4033,XM_017494087.1,Mariner-15_DR,+,DNA/TcMar-Tc1,1595,1480,1613,134,23.3,19.4,3.9,"XM_017494087.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108279694 (LOC108279694), transcript variant X2, mRNA",LOC108279694
4034,XM_017494101.1,Mariner-N13_DR,+,DNA/TcMar-Tc1,1141,2867,3070,204,16.4,0,25.1,"XM_017494101.1 PREDICTED: Ictalurus punctatus failed axon connections homolog (LOC108279701), transcript variant X1, mRNA",LOC108279701
4035,XM_017494106.1,DNA-N36_DR,C,DNA,623,2065,2662,598,18.9,5.25,5.8,"XM_017494106.1 PREDICTED: Ictalurus punctatus peroxisomal biogenesis factor 26 (pex26), mRNA",pex26
4036,XM_017494107.1,DNA-N45_DR,+,DNA/CMC-EnSpm,713,1341,1450,110,17.9,0,3.8,"XM_017494107.1 PREDICTED: Ictalurus punctatus G1/S-specific cyclin-D2-like (LOC108279704), mRNA",LOC108279704
4037,XM_017494122.1,DNA21TA1_DR,+,DNA/TcMar-Tc1,539,710,1194,485,24.2,6,3.65,"XM_017494122.1 PREDICTED: Ictalurus punctatus zinc finger protein 2 homolog (LOC108279712), transcript variant X3, mRNA",LOC108279712
4038,XM_017494131.1,Polinton-4_DR,+,DNA/Maverick,20287,3194,3354,161,26.4,3.1,5.7,"XM_017494131.1 PREDICTED: Ictalurus punctatus ubiquitin specific peptidase 44 (usp44), mRNA",usp44
4039,XM_017494134.1,TC1DR3,C,DNA/TcMar-Tc1,1225,3481,3893,413,22.8,20.1,1.2,"XM_017494134.1 PREDICTED: Ictalurus punctatus vezatin, adherens junctions transmembrane protein (vezt), transcript variant X1, mRNA",vezt
4040,XM_017494137.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,2324,2467,144,19.9,4.2,9.5,"XM_017494137.1 PREDICTED: Ictalurus punctatus methionyl aminopeptidase 2 (metap2), mRNA",metap2
4041,XM_017494155.1,Tc1-5_DR,+,DNA/TcMar-Tc1,1234,3123,3319,197,26.2,7.6,5,"XM_017494155.1 PREDICTED: Ictalurus punctatus zinc finger protein 385C (znf385c), transcript variant X1, mRNA",znf385c
4042,XM_017494179.1,DNA9-3_DR,+,DNA/MULE-MuDR?,11379,2666,2944,279,22.4,7.9,4.2,"XM_017494179.1 PREDICTED: Ictalurus punctatus decorin (dcn), mRNA",dcn
4043,XM_017494179.1,HE1_DR1,+,SINE/tRNA-V-RTE,402,2724,2929,206,20.3,4.8,1.9,"XM_017494179.1 PREDICTED: Ictalurus punctatus decorin (dcn), mRNA",dcn
4044,XM_017494186.1,Mariner-N2_DR,C,DNA/TcMar,3966,187,268,82,21.9,0,5.1,"XM_017494186.1 PREDICTED: Ictalurus punctatus phospholipase D1-like (LOC108279749), transcript variant X1, mRNA",LOC108279749
4045,XM_017494197.1,DNA-AT-2_DR,C,DNA,1441,5386,5645,260,30.7,3.5,4.7,"XM_017494197.1 PREDICTED: Ictalurus punctatus ELKS/Rab6-interacting/CAST family member 1-like (LOC108279753), transcript variant X8, mRNA",LOC108279753
4046,XM_017494234.1,Gypsy52-LTR_DR,+,LTR/Gypsy,1473,177,578,402,26.65,1.05,4.45,"XM_017494234.1 PREDICTED: Ictalurus punctatus general transcription factor IIIC subunit 2 (gtf3c2), transcript variant X2, mRNA",gtf3c2
4047,XM_017494234.1,Gypsy52-I_DR,+,LTR/Gypsy,5474,4,126,123,12.8,0,10.8,"XM_017494234.1 PREDICTED: Ictalurus punctatus general transcription factor IIIC subunit 2 (gtf3c2), transcript variant X2, mRNA",gtf3c2
4048,XM_017494249.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,138,388,251,28.4,10,1.9,"XM_017494249.1 PREDICTED: Ictalurus punctatus solute carrier family 41 member 2 (slc41a2), transcript variant X3, mRNA",slc41a2
4049,XM_017494292.1,hAT-26_DR,+,DNA/hAT-Ac,4798,4500,4794,295,14.9,5.4,11.5,"XM_017494292.1 PREDICTED: Ictalurus punctatus zinc finger BED-type containing 4 (zbed4), transcript variant X1, mRNA",zbed4
4050,XM_017494296.1,hAT-N53B_DR,C,DNA/hAT-Ac,4177,761,853,93,24.7,3.2,4.3,"XM_017494296.1 PREDICTED: Ictalurus punctatus zinc finger protein 774-like (LOC108279803), transcript variant X1, mRNA",LOC108279803
4051,XM_017494302.1,HE1_DR1,C,SINE/tRNA-V-RTE,402,581,718,138,14.6,4.3,1.5,"XM_017494302.1 PREDICTED: Ictalurus punctatus mesoderm specific transcript (mest), transcript variant X1, mRNA",mest
4052,XM_017494310.1,L2-2_DRe,+,LINE/L2,4238,16,137,122,29.4,2.5,2.5,"XM_017494310.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108279818 (LOC108279818), mRNA",LOC108279818
4053,XM_017494314.1,Zisupton-7_DR,C,DNA/Zisupton,17082,12894,12977,84,12,1,6.8,"XM_017494314.1 PREDICTED: Ictalurus punctatus piccolo presynaptic cytomatrix protein (pclo), mRNA",pclo
4054,XM_017494315.1,L2-2_DRe,C,LINE/L2,4238,1760,1852,93,13.6,8.6,5.2,"XM_017494315.1 PREDICTED: Ictalurus punctatus ankyrin repeat and SOCS box protein 13-like (LOC108279822), mRNA",LOC108279822
4055,XM_017494316.1,ERV1-7_DR-I,+,LTR/ERV1,6703,261,391,131,21.4,3.8,7.1,"XM_017494316.1 PREDICTED: Ictalurus punctatus WNK lysine deficient protein kinase 1 (wnk1), transcript variant X1, mRNA",wnk1
4056,XM_017494340.1,Mariner-N6_DR,+,DNA/TcMar-Tc1,1652,4379,4680,302,30.3,7.6,3.8,"XM_017494340.1 PREDICTED: Ictalurus punctatus copine-8 (LOC108279828), mRNA",LOC108279828
4057,XM_017494346.1,Mariner-1_DR,C,DNA/TcMar-Tc1,1508,5182,5331,150,14,1.3,0,"XM_017494346.1 PREDICTED: Ictalurus punctatus voltage-dependent L-type calcium channel subunit alpha-1C-like (LOC108279829), transcript variant X5, mRNA",LOC108279829
4058,XM_017494359.1,DNA8-10_DR,+,DNA/hAT-Ac,4018,6814,6903,90,21.8,13.3,3,"XM_017494359.1 PREDICTED: Ictalurus punctatus plexin-B2-like (LOC108279839), transcript variant X1, mRNA",LOC108279839
4059,XM_017494372.1,HE1_DR1,C,SINE/tRNA-V-RTE,402,8,117,110,20,7.3,4.4,"XM_017494372.1 PREDICTED: Ictalurus punctatus tetraspanin 12 (tspan12), transcript variant X4, mRNA",tspan12
4060,XM_017494374.1,Tc1-7_DR,C,DNA/TcMar-Tc1,1646,1329,1459,131,28.9,6.9,2.2,"XM_017494374.1 PREDICTED: Ictalurus punctatus branched chain amino acid transaminase 1 (bcat1), transcript variant X1, mRNA",bcat1
4061,XM_017494380.1,SINE2-4_DR,+,SINE/tRNA-V-RTE,371,2370,2455,86,22.6,8.1,2.2,"XM_017494380.1 PREDICTED: Ictalurus punctatus 5'-nucleotidase ecto (nt5e), mRNA",nt5e
4062,XM_017494443.1,DNA9-3_DR,+,DNA/MULE-MuDR?,11379,3946,4028,83,24.7,3.6,2.4,"XM_017494443.1 PREDICTED: Ictalurus punctatus SLIT-ROBO Rho GTPase-activating protein 1-like (LOC108279874), transcript variant X1, mRNA",LOC108279874
4063,XM_017494448.1,DNA6-6_DR,C,DNA,11281,1458,1636,179,24.6,13.4,2.5,"XM_017494448.1 PREDICTED: Ictalurus punctatus coiled-coil domain-containing protein 3-like (LOC108279879), transcript variant X1, mRNA",LOC108279879
4064,XM_017494458.1,Polinton-4_DR,C,DNA/Maverick,20287,576,665,90,23.9,0,2.3,"XM_017494458.1 PREDICTED: Ictalurus punctatus filamin-C-like (LOC108279881), transcript variant X1, mRNA",LOC108279881
4065,XM_017494471.1,L2-32_DRe,+,LINE/L2,2560,837,2653,1817,25.25,5.6,2.25,"XM_017494471.1 PREDICTED: Ictalurus punctatus coiled-coil domain containing 167 (ccdc167), mRNA",ccdc167
4066,XM_017494477.1,EnSpm-10_DR,+,DNA/CMC-EnSpm,6305,78,184,107,21.7,2.8,0.9,"XM_017494477.1 PREDICTED: Ictalurus punctatus clathrin coat assembly protein AP180-like (LOC108279885), transcript variant X6, mRNA",LOC108279885
4067,XM_017494492.1,ENSPM-6_DR,C,DNA/CMC-EnSpm,32616,1936,2044,109,17.3,1.3,2.1,"XM_017494492.1 PREDICTED: Ictalurus punctatus vesicle amine transport 1 (vat1), mRNA",vat1
4068,XM_017494514.1,hAT-N202_DR,C,DNA/hAT-Tip100,1885,7123,7241,119,20.1,4.5,9.5,"XM_017494514.1 PREDICTED: Ictalurus punctatus plexin A4 (plxna4), mRNA",plxna4
4069,XM_017494514.1,Gypsy45-I_DR,C,LTR/Gypsy,5192,4810,4897,88,21.1,2.3,13.9,"XM_017494514.1 PREDICTED: Ictalurus punctatus plexin A4 (plxna4), mRNA",plxna4
4070,XM_017494516.1,TC1DR3,C,DNA/TcMar-Tc1,1225,396,1139,744,22.9,7.55,1.65,"XM_017494516.1 PREDICTED: Ictalurus punctatus CCR4-NOT transcription complex subunit 4-like (LOC108279903), transcript variant X1, mRNA",LOC108279903
4071,XM_017494516.1,DNA-X-6_DR,+,DNA,1333,1907,2157,251,19.7,2.8,0.8,"XM_017494516.1 PREDICTED: Ictalurus punctatus CCR4-NOT transcription complex subunit 4-like (LOC108279903), transcript variant X1, mRNA",LOC108279903
4072,XM_017494516.1,Rex1-52_DR,C,LINE/Rex-Babar,765,1200,1357,158,29.1,0,0,"XM_017494516.1 PREDICTED: Ictalurus punctatus CCR4-NOT transcription complex subunit 4-like (LOC108279903), transcript variant X1, mRNA",LOC108279903
4073,XM_017494516.1,Rex1-31_DRe,C,LINE/Rex-Babar,3533,1482,1803,322,25.8,9.6,2.3,"XM_017494516.1 PREDICTED: Ictalurus punctatus CCR4-NOT transcription complex subunit 4-like (LOC108279903), transcript variant X1, mRNA",LOC108279903
4074,XM_017494539.1,TC1DR3,+,DNA/TcMar-Tc1,1225,2192,2311,120,25.4,5,1.6,"XM_017494539.1 PREDICTED: Ictalurus punctatus telomeric repeat binding factor 2 (terf2), transcript variant X1, mRNA",terf2
4075,XM_017494544.1,HE1_DR1,+,SINE/tRNA-V-RTE,402,2772,2928,157,20.5,7,3.4,"XM_017494544.1 PREDICTED: Ictalurus punctatus sodium- and chloride-dependent GABA transporter 2-like (LOC108279915), transcript variant X1, mRNA",LOC108279915
4076,XM_017494548.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,4004,4087,84,28.6,0,0,"XM_017494548.1 PREDICTED: Ictalurus punctatus dual specificity phosphatase 16 (dusp16), transcript variant X1, mRNA",dusp16
4077,XM_017494561.1,Kolobok-N9_DR,C,DNA/Kolobok-T2,1639,7243,7324,82,15.8,2.4,7.7,"XM_017494561.1 PREDICTED: Ictalurus punctatus SH3 and multiple ankyrin repeat domains protein 3-like (LOC108279923), transcript variant X1, mRNA",LOC108279923
4078,XM_017494584.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,8343,8528,186,25.1,20.4,1.4,"XM_017494584.1 PREDICTED: Ictalurus punctatus phosphodiesterase 3A (pde3a), transcript variant X1, mRNA",pde3a
4079,XM_017494594.1,HE1_DR1,C,SINE/tRNA-V-RTE,402,2947,3066,120,20,6.7,0,"XM_017494594.1 PREDICTED: Ictalurus punctatus KIAA0930 ortholog (kiaa0930), mRNA",kiaa0930
4080,XM_017494618.1,DNA-AT-2_DR,C,DNA,1441,1,96,96,18.1,1,2.1,"XM_017494618.1 PREDICTED: Ictalurus punctatus poly [ADP-ribose] polymerase 12-like (LOC108279942), transcript variant X2, mRNA",LOC108279942
4081,XM_017494622.1,TZF28C,C,DNA/TcMar-Tc1,1629,2174,2312,139,22.6,16.6,1.2,"XM_017494622.1 PREDICTED: Ictalurus punctatus tetraspanin-11-like (LOC108279944), transcript variant X1, mRNA",LOC108279944
4082,XM_017494622.1,TZF28B,C,DNA/TcMar-Tc1,1614,1889,2148,260,31.8,11.2,0.7,"XM_017494622.1 PREDICTED: Ictalurus punctatus tetraspanin-11-like (LOC108279944), transcript variant X1, mRNA",LOC108279944
4083,XM_017494628.1,DNAX-15_DR,C,DNA,767,1,173,173,21.5,14.4,3.1,"XM_017494628.1 PREDICTED: Ictalurus punctatus toll-like receptor 1 (LOC108279945), transcript variant X3, mRNA",LOC108279945
4084,XM_017494639.1,EnSpm-11_DR,C,DNA/CMC-EnSpm,9003,2828,2944,117,28.2,7.7,0,"XM_017494639.1 PREDICTED: Ictalurus punctatus beta-1,4-N-acetylgalactosaminyltransferase 3-like (LOC108279954), mRNA",LOC108279954
4085,XM_017494640.1,Helitron-1N1_DR,C,RC/Helitron,989,2629,2741,113,19.5,25.7,0,"XM_017494640.1 PREDICTED: Ictalurus punctatus optineurin (optn), transcript variant X1, mRNA",optn
4086,XM_017494657.1,Mariner-N13_DR,+,DNA/TcMar-Tc1,1141,1296,1417,122,19,0,0.8,"XM_017494657.1 PREDICTED: Ictalurus punctatus ankyrin repeat and BTB/POZ domain-containing protein BTBD11-A (LOC108279962), transcript variant X1, mRNA",LOC108279962
4087,XM_017494657.1,Zisupton-6_DR,+,DNA/Zisupton,22116,4897,4987,91,22.1,3.3,0,"XM_017494657.1 PREDICTED: Ictalurus punctatus ankyrin repeat and BTB/POZ domain-containing protein BTBD11-A (LOC108279962), transcript variant X1, mRNA",LOC108279962
4088,XM_017494663.1,Tc1-1_DR,C,DNA/TcMar-Tc1,1625,2583,2758,176,30.3,11.4,0.5,"XM_017494663.1 PREDICTED: Ictalurus punctatus protein artemis-like (LOC108279967), transcript variant X1, mRNA",LOC108279967
4089,XM_017494684.1,hAT-N178B_DR,C,DNA/hAT-Ac,1883,2159,2251,93,19.9,10.8,3,"XM_017494684.1 PREDICTED: Ictalurus punctatus cathepsin E-A-like (LOC108279983), mRNA",LOC108279983
4090,XM_017494707.1,SINE3-1a,+,SINE/5S-Deu-L2,570,7,475,469,18.1,15.3,2.1,"XM_017494707.1 PREDICTED: Ictalurus punctatus urocortin 3 (ucn3), mRNA",ucn3
4091,XM_017494725.1,HE1_DR1,+,SINE/tRNA-V-RTE,402,1007,1125,119,25.6,5,1.6,"XM_017494725.1 PREDICTED: Ictalurus punctatus fibrinogen-like protein 1 (LOC108280005), mRNA",LOC108280005
4092,XM_017494727.1,DNA8-26_DR,C,DNA,4530,230,354,125,29.7,4.8,3.1,"XM_017494727.1 PREDICTED: Ictalurus punctatus transmembrane protein 168-A-like (LOC108280006), transcript variant X2, mRNA",LOC108280006
4093,XM_017494733.1,L1-11_DR,+,LINE/L1,7324,2005,2106,102,28.3,3.9,2.9,"XM_017494733.1 PREDICTED: Ictalurus punctatus B-cell receptor-associated protein 29 (bcap29), transcript variant X1, mRNA",bcap29
4094,XM_017494737.1,HATN4_DR,C,DNA/hAT-Charlie,192,2,85,84,18,1.3,0,"XM_017494737.1 PREDICTED: Ictalurus punctatus small lysine rich protein 1 (smkr1), transcript variant X1, mRNA",smkr1
4095,XM_017494760.1,Mariner-N13_DR,C,DNA/TcMar-Tc1,1141,1153,1429,277,25.9,36.6,0.3,"XM_017494760.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108280021 (LOC108280021), transcript variant X1, mRNA",LOC108280021
4096,XM_017494763.1,Tc1-5_DR,C,DNA/TcMar-Tc1,1234,4897,5011,115,32.2,0,0,"XM_017494763.1 PREDICTED: Ictalurus punctatus deleted in malignant brain tumors 1 protein-like (LOC108280023), mRNA",LOC108280023
4097,XM_017494767.1,Copia-7-I_DR,C,LTR/Gypsy?,3222,665,1305,641,31.5,6.5,10.9,"XM_017494767.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108280027 (LOC108280027), mRNA",LOC108280027
4098,XM_017494767.1,Helitron-2_DR,+,RC/Helitron,27412,46,180,135,21.3,2.4,5.5,"XM_017494767.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108280027 (LOC108280027), mRNA",LOC108280027
4099,XM_017494789.1,Nimb-1_DR,+,LINE/I,5274,28,116,89,15.1,1.1,3.5,"XM_017494789.1 PREDICTED: Ictalurus punctatus gastrula zinc finger protein XlCGF49.1-like (LOC108280044), transcript variant X1, mRNA",LOC108280044
4100,XM_017494799.1,TZF28C,+,DNA/TcMar-Tc1,1629,1968,2083,116,24.1,15.5,0,"XM_017494799.1 PREDICTED: Ictalurus punctatus zinc finger protein 431-like (LOC108280049), partial mRNA",LOC108280049
4101,XM_017494827.1,Mariner-N13_DR,C,DNA/TcMar-Tc1,1141,2384,2473,90,22.5,3.3,1.1,"XM_017494827.1 PREDICTED: Ictalurus punctatus protein NLRC3-like (LOC108280066), transcript variant X2, mRNA",LOC108280066
4102,XM_017494839.1,DNA8-17_DR,+,DNA/hAT-Tip100,1813,2060,2189,130,15.2,10.8,3.6,"XM_017494839.1 PREDICTED: Ictalurus punctatus leiomodin 2 (lmod2), mRNA",lmod2
4103,XM_017494855.1,SINE3-1,C,SINE/5S-Deu-L2,590,1420,1709,290,17.3,16.2,0.6,"XM_017494855.1 PREDICTED: Ictalurus punctatus coiled-coil domain containing 42 (ccdc42), mRNA",ccdc42
4104,XM_017494864.1,EnSpm-N25_DR,+,DNA/CMC-EnSpm,4686,824,908,85,17.8,3.5,7.3,"XM_017494864.1 PREDICTED: Ictalurus punctatus cleavage and polyadenylation specificity factor subunit 6-like (LOC108280090), transcript variant X1, mRNA",LOC108280090
4105,XM_017494899.1,HE2_DR,C,SINE/tRNA-V-RTE,363,2110,2189,80,20.5,10,2.3,"XM_017494899.1 PREDICTED: Ictalurus punctatus leucine rich repeats and transmembrane domains 2 (lrtm2), transcript variant X1, mRNA",lrtm2
4106,XM_017494911.1,Mariner-2_DR,+,DNA/TcMar-Tc1,1481,1194,1404,211,21.2,2.8,8.5,"XM_017494911.1 PREDICTED: Ictalurus punctatus chromosome 19 open reading frame, human C12orf45 (c19h12orf45), mRNA",c19h12orf45
4107,XM_017494914.1,SINE2-3_DR,C,SINE/tRNA-V-RTE,368,1439,1634,196,24.7,4.6,5.1,"XM_017494914.1 PREDICTED: Ictalurus punctatus RERG like (rergl), mRNA",rergl
4108,XM_017494926.1,SINE2-3_DR,C,SINE/tRNA-V-RTE,368,3426,3637,212,23.7,20.8,2.4,"XM_017494926.1 PREDICTED: Ictalurus punctatus ATP binding cassette subfamily D member 2 (abcd2), mRNA",abcd2
