"","qry_id","repeat_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","V1","locus"
"5572","XM_031892221.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1249,1351,103,9.7,2.9,0,">XM_031892221.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77 (LOC101733480), transcript variant X3, mRNA","LOC101733480"
"5573","XM_031892233.1","Penelope-8_XT","+","LINE/Penelope",4678,408,597,190,27.5,5.3,4.2,">XM_031892233.1 PREDICTED: Xenopus tropicalis lysine-specific demethylase 5A (LOC105945772), transcript variant X5, mRNA","LOC105945772"
"5574","XM_031892257.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1646,1748,103,9.7,2.9,0,">XM_031892257.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77-like (LOC101733413), transcript variant X2, mRNA","LOC101733413"
"5575","XM_031892263.1","Penelope-8_XT","+","LINE/Penelope",4678,412,601,190,28,5.3,4.2,">XM_031892263.1 PREDICTED: Xenopus tropicalis lysine-specific demethylase 5A-like (LOC116406977), transcript variant X1, mRNA","LOC116406977"
"5576","XM_031892269.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,1366,1524,159,5,24.5,0,">XM_031892269.1 PREDICTED: Xenopus tropicalis lysine-specific demethylase 5A-like (LOC116406978), transcript variant X5, mRNA","LOC116406978"
"5577","XM_031892279.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1124,1226,103,9.7,2.9,0,">XM_031892279.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77 (LOC101733948), mRNA","LOC101733948"
"5578","XM_031892316.1","Kolobok-N1_XT","+","DNA/Kolobok-T2",582,274,445,172,17.4,2.3,0,">XM_031892316.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77-like (LOC105946003), mRNA","LOC105946003"
"5579","XM_031892319.1","Helitron-N1A_XT","C","RC/Helitron",2370,1,156,156,10.5,0,14.7,">XM_031892319.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77 (LOC101730989), transcript variant X2, mRNA","LOC101730989"
"5580","XM_031892320.1","Helitron-N1A_XT","C","RC/Helitron",2370,1,155,155,10.6,0,14.8,">XM_031892320.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77-like (LOC116406988), transcript variant X1, mRNA","LOC116406988"
"5581","XM_031892324.1","hAT-N4_XT","C","DNA/hAT-Charlie",328,447,542,96,8.3,5.2,0,">XM_031892324.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77-like (LOC116406990), mRNA","LOC116406990"
"5582","XM_031892326.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1647,1749,103,9.7,2.9,0,">XM_031892326.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77-like (LOC101730328), partial mRNA","LOC101730328"
"5583","XM_031892329.1","SINE2-1_XT","C","SINE/tRNA-V-Core-L2",336,375,608,234,21.8,23.1,1.8,">XM_031892329.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 77-like (LOC105945951), transcript variant X1, mRNA","LOC105945951"
"5584","XM_031892351.1","XBR_Xt","+","DNA/Kolobok-T2",469,1666,1781,116,11.3,2.6,0.8,">XM_031892351.1 PREDICTED: Xenopus tropicalis E3 ubiquitin-protein ligase TRIM11 (LOC100492977), mRNA","LOC100492977"
"5585","XM_031892367.1","CR1-2_XT","+","LINE/CR1",4534,1660,1773,114,21.6,0,2.7,">XM_031892367.1 PREDICTED: Xenopus tropicalis cyclin-O protein B-like (LOC116407063), mRNA","LOC116407063"
"5586","XM_031892382.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,7174,7339,166,15.5,6.6,2.9,">XM_031892382.1 PREDICTED: Xenopus tropicalis synaptic Ras GTPase activating protein 1 (syngap1), transcript variant X13, mRNA","syngap1"
"5587","XM_031892382.1","Harbinger-N11_XT","+","DNA/PIF-Harbinger",199,6565,6780,216,10.4,1.9,19.6,">XM_031892382.1 PREDICTED: Xenopus tropicalis synaptic Ras GTPase activating protein 1 (syngap1), transcript variant X13, mRNA","syngap1"
"5588","XM_031892382.1","Tc1-16_Xt","+","DNA/TcMar-Tc1",1635,4233,5126,894,27.8,8.8,1.4,">XM_031892382.1 PREDICTED: Xenopus tropicalis synaptic Ras GTPase activating protein 1 (syngap1), transcript variant X13, mRNA","syngap1"
"5589","XM_031892406.1","DNA-9-1_XT","+","DNA/hAT-Tip100",1485,1,185,185,16.8,2.7,13.1,">XM_031892406.1 PREDICTED: Xenopus tropicalis SLAM family member 9-like (LOC116407073), mRNA","LOC116407073"
"5590","XM_031892407.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,1472,1786,315,25.5,8.2,0.3,">XM_031892407.1 PREDICTED: Xenopus tropicalis uncharacterized LOC101731307 (LOC101731307), mRNA","LOC101731307"
"5591","XM_031892409.1","ERV1-4-I_XT","+","LTR/ERV1",7293,2314,2930,617,33.8,1.8,1.3,">XM_031892409.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407076 (LOC116407076), mRNA","LOC116407076"
"5592","XM_031892425.1","DNA1_Xt","+","DNA",166,644,798,155,25.3,1.3,0.6,">XM_031892425.1 PREDICTED: Xenopus tropicalis v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K (mafk), transcript variant X1, mRNA","mafk"
"5593","XM_031892430.1","Harbinger-1_XT","+","DNA/PIF-Harbinger",7389,1263,1701,439,18.1,16.2,2.8,">XM_031892430.1 PREDICTED: Xenopus tropicalis transmembrane protein with EGF like and two follistatin like domains 2 (tmeff2), transcript variant X8, mRNA","tmeff2"
"5594","XM_031892451.1","hAT-N3_XT","C","DNA/hAT-Charlie",290,5523,5787,265,17.1,2.6,5,">XM_031892451.1 PREDICTED: Xenopus tropicalis neuropilin 2 (nrp2), transcript variant X2, mRNA","nrp2"
"5595","XM_031892451.1","Harbinger-N9A_XT","C","DNA/PIF-Harbinger",318,4658,4813,156,23.2,4.5,0.6,">XM_031892451.1 PREDICTED: Xenopus tropicalis neuropilin 2 (nrp2), transcript variant X2, mRNA","nrp2"
"5596","XM_031892459.1","XBR_Xt","C","DNA/Kolobok-T2",469,3081,3378,298,13.5,3.4,0.7,">XM_031892459.1 PREDICTED: Xenopus tropicalis villin 1 (vil1), transcript variant X1, mRNA","vil1"
"5597","XM_031892461.1","hAT-N8_XT","C","DNA/hAT-Tip100",265,5225,5467,243,14.1,13.2,3.8,">XM_031892461.1 PREDICTED: Xenopus tropicalis SH3 domain binding kinase 1 (sbk1), transcript variant X1, mRNA","sbk1"
"5598","XM_031892465.1","XBR_Xt","+","DNA/Kolobok-T2",469,13,97,85,14.4,5.9,2.3,">XM_031892465.1 PREDICTED: Xenopus tropicalis transmembrane protein 177 (tmem177), transcript variant X1, mRNA","tmem177"
"5599","XM_031892482.1","XBR_Xt","+","DNA/Kolobok-T2",469,7258,7477,220,19.6,14.1,0,">XM_031892482.1 PREDICTED: Xenopus tropicalis calpain 15 (capn15), transcript variant X1, mRNA","capn15"
"5600","XM_031892482.1","DNA1_Xt","C","DNA",166,5784,5934,151,3.3,9.3,0,">XM_031892482.1 PREDICTED: Xenopus tropicalis calpain 15 (capn15), transcript variant X1, mRNA","capn15"
"5601","XM_031892501.1","Gypsy-10-LTR_XT","+","LTR/Gypsy",967,100,201,102,19.6,6.9,4.8,">XM_031892501.1 PREDICTED: Xenopus tropicalis uncharacterized LOC100145082 (LOC100145082), transcript variant X1, mRNA","LOC100145082"
"5602","XM_031892519.1","Kolobok-N5_XT","C","DNA/Kolobok-T2",509,1,111,111,15.3,25.2,0,">XM_031892519.1 PREDICTED: Xenopus tropicalis transmembrane protein 132B (tmem132b), transcript variant X2, mRNA","tmem132b"
"5603","XM_031892523.1","Penelope-N1_XT","+","LINE/Penelope",173,4161,4243,83,20.7,0,1.2,">XM_031892523.1 PREDICTED: Xenopus tropicalis protein tyrosine phosphatase receptor type N (ptprn), transcript variant X1, mRNA","ptprn"
"5604","XM_031892544.1","Gypsy-8_XT-LTR","+","LTR/Gypsy",512,1698,1898,201,20.1,24.9,0.8,">XM_031892544.1 PREDICTED: Xenopus tropicalis family with sequence similarity 234 member A (fam234a), transcript variant X2, mRNA","fam234a"
"5605","XM_031892562.1","PIRb_XT","+","DNA/Kolobok-T2",467,1,92,92,16.3,0,0,">XM_031892562.1 PREDICTED: Xenopus tropicalis transient receptor potential cation channel subfamily M member 8b (trpm8b), transcript variant X2, mRNA","trpm8b"
"5606","XM_031892568.1","URR1_Xt","+","DNA/hAT-Charlie",186,2869,2997,129,3.35,0,0,">XM_031892568.1 PREDICTED: Xenopus tropicalis orexin receptor type 2-like (LOC101733830), transcript variant X1, mRNA","LOC101733830"
"5607","XM_031892601.1","T2_3_Xt","+","DNA/Kolobok-T2",597,3026,3177,152,23.2,16.4,0.6,">XM_031892601.1 PREDICTED: Xenopus tropicalis epsin2 (epn2), transcript variant X1, mRNA","epn2"
"5608","XM_031892663.1","DNA9_XT","C","DNA",460,1366,1701,336,18.2,19.4,2,">XM_031892663.1 PREDICTED: Xenopus tropicalis 3-hydroxyisobutyryl-CoA hydrolase (hibch), transcript variant X1, mRNA","hibch"
"5609","XM_031892669.1","Harbinger-N3B_XT","C","DNA/PIF-Harbinger",350,2809,3080,272,23.1,3.7,1.4,">XM_031892669.1 PREDICTED: Xenopus tropicalis P2X purinoceptor 7 (LOC100490828), mRNA","LOC100490828"
"5610","XM_031892669.1","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,3272,3488,217,9.9,10.1,2.1,">XM_031892669.1 PREDICTED: Xenopus tropicalis P2X purinoceptor 7 (LOC100490828), mRNA","LOC100490828"
"5611","XM_031892686.1","Gypsy-9-LTR_XT","+","LTR/Gypsy",680,1,96,96,9.5,25,0.8,">XM_031892686.1 PREDICTED: Xenopus tropicalis MOB family member 4, phocein (mob4), transcript variant X2, mRNA","mob4"
"5612","XM_031892712.1","Harbinger-N3A_XT","C","DNA/PIF-Harbinger",361,2537,2854,318,18.7,3.5,0.6,">XM_031892712.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF29-like (LOC733566), transcript variant X1, mRNA","LOC733566"
"5613","XM_031892712.1","hAT-12N1A_XT","+","DNA/hAT-Ac",312,2904,3020,117,11.3,6.8,1.6,">XM_031892712.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF29-like (LOC733566), transcript variant X1, mRNA","LOC733566"
"5614","XM_031892721.1","Chap3_Xt","C","DNA/hAT-Charlie",186,5016,5182,167,26.5,6,0.6,">XM_031892721.1 PREDICTED: Xenopus tropicalis meiosis regulator and mRNA stability factor 1 (marf1), transcript variant X5, mRNA","marf1"
"5615","XM_031892722.1","Harbinger-N3A_XT","C","DNA/PIF-Harbinger",361,1724,1885,162,13.6,0,0,">XM_031892722.1 PREDICTED: Xenopus tropicalis novel C3HC4 type (RING finger) and B-box zinc finger protein with SPRY domain (LOC734077), transcript variant X1, mRNA","c""RING finger"", ""LOC734077"""
"5616","XM_031892724.1","Kolobok-N8_XT","C","DNA/Kolobok-T2",426,48,235,188,22.3,12.8,0,">XM_031892724.1 PREDICTED: Xenopus tropicalis N-acetylgalactosaminidase, alpha- (naga), transcript variant X2, mRNA","naga"
"5617","XM_031892735.1","Kolobok-2_XT","+","DNA/Kolobok-T2",8367,1230,1892,663,35.9,5.1,4.2,">XM_031892735.1 PREDICTED: Xenopus tropicalis uncharacterized protein MGC145244 (MGC145244), transcript variant X1, mRNA","MGC145244"
"5618","XM_031892767.1","DNA1_Xt","C","DNA",166,6642,6786,145,4.8,5.5,0,">XM_031892767.1 PREDICTED: Xenopus tropicalis cordon-bleu WH2 repeat protein like 1 (cobll1), transcript variant X1, mRNA","cobll1"
"5619","XM_031892767.1","T2_3_Xt","+","DNA/Kolobok-T2",597,4775,4859,85,20.7,3.5,3.5,">XM_031892767.1 PREDICTED: Xenopus tropicalis cordon-bleu WH2 repeat protein like 1 (cobll1), transcript variant X1, mRNA","cobll1"
"5620","XM_031892772.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,2924,3075,152,6.7,2.6,12.2,">XM_031892772.1 PREDICTED: Xenopus tropicalis ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1 (ankzf1), transcript variant X1, mRNA","ankzf1"
"5621","XM_031892797.1","Kolobok-N8_XT","C","DNA/Kolobok-T2",426,3113,3436,324,20.7,9.9,11.9,">XM_031892797.1 PREDICTED: Xenopus tropicalis tyrosine-protein phosphatase non-receptor type substrate 1 (LOC100488748), mRNA","LOC100488748"
"5622","XM_031892813.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,166,251,86,23.3,15.1,0,">XM_031892813.1 PREDICTED: Xenopus tropicalis serine/threonine-protein kinase N2-like (LOC116407505), mRNA","LOC116407505"
"5623","XM_031892816.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,187,280,94,20.4,17,0.9,">XM_031892816.1 PREDICTED: Xenopus tropicalis serine/threonine-protein kinase N1-like (LOC101734648), transcript variant X1, mRNA","LOC101734648"
"5624","XM_031892832.1","DNA1A_XT","+","DNA",175,3186,3338,153,25.3,9.8,1.8,">XM_031892832.1 PREDICTED: Xenopus tropicalis rhomboid like 1 (rhbdl1), mRNA","rhbdl1"
"5625","XM_031892833.1","Harbinger-2N1G_XT","+","DNA/PIF-Harbinger",375,2286,2523,238,8.8,7.3,1.5,">XM_031892833.1 PREDICTED: Xenopus tropicalis sorting nexin 8 (snx8), transcript variant X1, mRNA","snx8"
"5626","XM_031892836.1","Penelope2_XT","+","LINE/Penelope",4331,2124,2290,167,26.6,7.2,5.3,">XM_031892836.1 PREDICTED: Xenopus tropicalis chromosome 16 open reading frame 58 (c16orf58), mRNA","c16orf58"
"5627","XM_031892836.1","XBR_Xt","C","DNA/Kolobok-T2",469,3332,3721,390,14.7,14.9,0.5,">XM_031892836.1 PREDICTED: Xenopus tropicalis chromosome 16 open reading frame 58 (c16orf58), mRNA","c16orf58"
"5628","XM_031892869.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,1629,1727,99,24.2,0,0,">XM_031892869.1 PREDICTED: Xenopus tropicalis uncharacterized methyltransferase-like C25B8.10 (LOC100498610), mRNA","LOC100498610"
"5629","XM_031892870.1","DNA6_XT","C","DNA",545,536,643,108,21.7,10.2,1.7,">XM_031892870.1 PREDICTED: Xenopus tropicalis putative methyltransferase DDB_G0268948 (LOC100485096), mRNA","LOC100485096"
"5630","XM_031892892.1","Penelope-5_XT","C","LINE/Penelope",2850,7192,7308,117,8,0,3.5,">XM_031892892.1 PREDICTED: Xenopus tropicalis erb-b2 receptor tyrosine kinase 4 (erbb4), mRNA","erbb4"
"5631","XM_031892892.1","Penelope-5_XT","+","LINE/Penelope",2850,7309,7567,259,10.2,7.7,1.8,">XM_031892892.1 PREDICTED: Xenopus tropicalis erb-b2 receptor tyrosine kinase 4 (erbb4), mRNA","erbb4"
"5632","XM_031892894.1","Harbinger-N3B_XT","C","DNA/PIF-Harbinger",350,1863,2085,223,22.1,23.8,0.7,">XM_031892894.1 PREDICTED: Xenopus tropicalis RNA binding motif protein 45 (rbm45), transcript variant X2, mRNA","rbm45"
"5633","XM_031892896.1","L1-31_XT","+","LINE/L1",5763,3823,4137,315,30.3,0.9,2.6,">XM_031892896.1 PREDICTED: Xenopus tropicalis uncharacterized LOC101732019 (LOC101732019), transcript variant X1, mRNA","LOC101732019"
"5634","XM_031892899.1","L1-31_XT","+","LINE/L1",5763,3116,3669,554,23.8,7.65,2.5,">XM_031892899.1 PREDICTED: Xenopus tropicalis uncharacterized LOC100493192 (LOC100493192), mRNA","LOC100493192"
"5635","XM_031892901.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,2705,2975,271,4.5,10.3,2,">XM_031892901.1 PREDICTED: Xenopus tropicalis uncharacterized LOC108648772 (LOC108648772), transcript variant X1, mRNA","LOC108648772"
"5636","XM_031892901.1","Gypsy-5-LTR_XT","+","LTR/Gypsy",1266,3452,3889,438,12,13,3.3,">XM_031892901.1 PREDICTED: Xenopus tropicalis uncharacterized LOC108648772 (LOC108648772), transcript variant X1, mRNA","LOC108648772"
"5637","XM_031892903.1","DNA1_Xt","C","DNA",166,5767,5851,85,16.3,0,13.3,">XM_031892903.1 PREDICTED: Xenopus tropicalis protein mono-ADP-ribosyltransferase PARP14 (LOC101732625), mRNA","LOC101732625"
"5638","XM_031892908.1","DNA1A_XT","+","DNA",175,3445,3530,86,18.6,1.2,0,">XM_031892908.1 PREDICTED: Xenopus tropicalis phosphodiesterase 11A (pde11a), transcript variant X2, mRNA","pde11a"
"5639","XM_031892945.1","Kolobok-N10_XT","C","DNA/Kolobok-T2",417,4954,5105,152,18.4,1.9,0.6,">XM_031892945.1 PREDICTED: Xenopus tropicalis glutaminase (gls), transcript variant X1, mRNA","gls"
"5640","XM_031892945.1","XR-c_Xt","+","DNA/Kolobok-T2",600,4658,4953,296,12.4,8.4,2.2,">XM_031892945.1 PREDICTED: Xenopus tropicalis glutaminase (gls), transcript variant X1, mRNA","gls"
"5641","XM_031892970.1","DIRS-33_XT","+","LTR/DIRS",4146,1,486,486,0.6,18.1,0,">XM_031892970.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407542 (LOC116407542), transcript variant X1, mRNA","LOC116407542"
"5642","XM_031892971.1","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,1232,1363,132,13.7,37.9,0.6,">XM_031892971.1 PREDICTED: Xenopus tropicalis sulfotransferase 1C1 (LOC100497516), transcript variant X1, mRNA","LOC100497516"
"5643","XM_031892975.1","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,1159,1265,107,17.9,3.7,0.9,">XM_031892975.1 PREDICTED: Xenopus tropicalis sulfotransferase 1C2-like (LOC116407545), transcript variant X1, mRNA","LOC116407545"
"5644","XM_031892993.1","POR-1_Xt","+","DNA/hAT-Charlie",308,2662,2841,180,8.4,0,0.6,">XM_031892993.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF22-like (LOC100488737), mRNA","LOC100488737"
"5645","XM_031892995.1","POR","+","DNA/hAT-Charlie",308,2442,2652,211,16.1,1.4,0,">XM_031892995.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC116407552), transcript variant X1, mRNA","LOC116407552"
"5646","XM_031892998.1","POR-1_Xt","+","DNA/hAT-Charlie",308,2678,2855,178,6.7,0.6,0,">XM_031892998.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC101730715), mRNA","LOC101730715"
"5647","XM_031892998.1","POR","+","DNA/hAT-Charlie",308,3252,3557,306,16.4,1,0.3,">XM_031892998.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC101730715), mRNA","LOC101730715"
"5648","XM_031893001.1","L2-6_XT","+","LINE/L2",2089,2733,2836,104,10.6,8.7,0,">XM_031893001.1 PREDICTED: Xenopus tropicalis gastrula zinc finger protein XlCGF53.1-like (LOC108648782), mRNA","LOC108648782"
"5649","XM_031893002.1","Harbinger-N3A_XT","C","DNA/PIF-Harbinger",361,2242,2390,149,19.5,22.8,0,">XM_031893002.1 PREDICTED: Xenopus tropicalis gastrula zinc finger protein XlCGF53.1-like (LOC101731361), mRNA","LOC101731361"
"5650","XM_031893004.1","PIRb_XT","C","DNA/Kolobok-T2",467,3096,3426,331,13.1,13.3,1.1,">XM_031893004.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC116407555), mRNA","LOC116407555"
"5651","XM_031893005.1","Mariner-1N1_XT","C","DNA/TcMar-Tc2",608,2596,2679,84,3.6,19.1,0,">XM_031893005.1 PREDICTED: Xenopus tropicalis gastrula zinc finger protein XlCGF53.1 (LOC108645569), mRNA","LOC108645569"
"5652","XM_031893006.1","L2-6_XT","+","LINE/L2",2089,2673,3632,960,15.8,5.8,0.5,">XM_031893006.1 PREDICTED: Xenopus tropicalis zinc finger protein 432 (znf432), transcript variant X1, mRNA","znf432"
"5653","XM_031893010.1","POR-1_Xt","+","DNA/hAT-Charlie",308,2134,2306,173,10.5,3.5,0.6,">XM_031893010.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC101731227), mRNA","LOC101731227"
"5654","XM_031893018.1","L1-8_XT","C","LINE/L1",6261,3041,3237,197,14.5,9.6,1.9,">XM_031893018.1 PREDICTED: Xenopus tropicalis gastrula zinc finger protein XlCGF66.1-like (LOC100488817), transcript variant X2, mRNA","LOC100488817"
"5655","XM_031893023.1","T2_2b_Xt","+","DNA/Kolobok-T2",515,1732,1820,89,2.4,0,6,">XM_031893023.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC108644779), mRNA","LOC108644779"
"5656","XM_031893024.1","DIRS-17A_XT","+","LTR/DIRS",5302,3397,3493,97,29.2,2.1,1,">XM_031893024.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF22-like (LOC105945435), mRNA","LOC105945435"
"5657","XM_031893030.1","Gypsy-20-I_XT","C","LTR/Gypsy",5442,2,193,192,17.4,5.2,13.5,">XM_031893030.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC100485340), mRNA","LOC100485340"
"5658","XM_031893035.1","L2-6_XT","+","LINE/L2",2089,1853,1956,104,13.5,8.7,0,">XM_031893035.1 PREDICTED: Xenopus tropicalis zinc finger protein OZF-like (LOC116407560), mRNA","LOC116407560"
"5659","XM_031893040.1","hAT-12N1A_XT","+","DNA/hAT-Ac",312,1625,1738,114,15.7,0.9,16.2,">XM_031893040.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC108644767), mRNA","LOC108644767"
"5660","XM_031893041.1","XBR_Xt","+","DNA/Kolobok-T2",469,1618,2073,456,13,5,2.1,">XM_031893041.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF29-like (LOC116406510), mRNA","LOC116406510"
"5661","XM_031893048.1","piggyBac-1N1_XT","+","DNA/PiggyBac",3531,5,354,350,11.6,12.3,3.7,">XM_031893048.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC108648775), mRNA","LOC108648775"
"5662","XM_031893050.1","DNA2_Xt","C","DNA/PIF-Harbinger",487,1918,2121,204,13,15.2,16.9,">XM_031893050.1 PREDICTED: Xenopus tropicalis gastrula zinc finger protein XlCGF28.1-like (LOC101733601), mRNA","LOC101733601"
"5663","XM_031893054.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,1309,1547,239,20.1,5.9,0,">XM_031893054.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC100487471), mRNA","LOC100487471"
"5664","XM_031893058.1","T2_2b_Xt","C","DNA/Kolobok-T2",515,1265,1351,87,6.9,0,0,">XM_031893058.1 PREDICTED: Xenopus tropicalis NACHT, LRR and PYD domains-containing protein 1b allele 3 (LOC108648783), transcript variant X1, mRNA","LOC108648783"
"5665","XM_031893060.1","hAT-12N1A_XT","C","DNA/hAT-Ac",312,2400,2492,93,22.6,6.5,0,">XM_031893060.1 PREDICTED: Xenopus tropicalis double C2 domain alpha (doc2a), mRNA","doc2a"
"5666","XM_031893068.1","T2_3_Xt","+","DNA/Kolobok-T2",597,1286,1378,93,7.6,10.8,1,">XM_031893068.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC116407568), mRNA","LOC116407568"
"5667","XM_031893069.1","T2_2c_Xt","C","DNA/Kolobok-T2",500,1363,1539,177,5.7,0,0,">XM_031893069.1 PREDICTED: Xenopus tropicalis gastrula zinc finger protein XlCGF17.1-like (LOC105947141), mRNA","LOC105947141"
"5668","XM_031893079.1","Kolobok-N12_XT","C","DNA/Kolobok-T2",423,1378,1460,83,14.5,8.4,0,">XM_031893079.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC105948311), partial mRNA","LOC105948311"
"5669","XM_031893126.1","Kolobok-N9_XT","+","DNA/Kolobok-T2",614,24,224,201,29.1,3.5,1,">XM_031893126.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF29-like (LOC116407598), mRNA","LOC116407598"
"5670","XM_031893152.1","XR-c_Xt","C","DNA/Kolobok-T2",600,4169,4428,260,11.3,6.2,2.1,">XM_031893152.1 PREDICTED: Xenopus tropicalis ring finger protein 112, gene 1 (rnf112.1), transcript variant X1, mRNA","rnf112.1"
"5671","XM_031893155.1","Harbinger-N9_XT","C","DNA/PIF-Harbinger",309,3295,3395,101,11.7,1,17.4,">XM_031893155.1 PREDICTED: Xenopus tropicalis excision repair cross-complementation group 4 (ercc4), transcript variant X2, mRNA","ercc4"
"5672","XM_031893220.1","hAT-4_XT","+","DNA/hAT-Charlie",3400,1,155,155,6.2,0,6.9,">XM_031893220.1 PREDICTED: Xenopus tropicalis BAI1-associated protein 3 (baiap3), transcript variant X2, mRNA","baiap3"
"5673","XM_031893221.1","REP1_XT","C","Unknown",692,7,129,123,19.8,11.4,1.5,">XM_031893221.1 PREDICTED: Xenopus tropicalis signal transducer and activator of transcription 4 (stat4), transcript variant X1, mRNA","stat4"
"5674","XM_031893223.1","Mariner-4_XT","+","DNA/TcMar-Tc2",2613,2566,4112,1547,3.95,2.4,0.05,">XM_031893223.1 PREDICTED: Xenopus tropicalis signal transducer and activator of transcription 4 (stat4), transcript variant X3, mRNA","stat4"
"5675","XM_031893224.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,2771,3007,237,14.4,10.6,0.4,">XM_031893224.1 PREDICTED: Xenopus tropicalis WAS/WASL interacting protein family member 1 (wipf1), transcript variant X1, mRNA","wipf1"
"5676","XM_031893231.1","L1-16_XT","+","LINE/L1",4842,3507,3600,94,23.1,5.3,3.1,">XM_031893231.1 PREDICTED: Xenopus tropicalis G protein-coupled receptor 155 (gpr155), transcript variant X4, mRNA","gpr155"
"5677","XM_031893274.1","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,1776,1984,209,21.5,15.8,0,">XM_031893274.1 PREDICTED: Xenopus tropicalis uridine monophosphate synthetase (umps), mRNA","umps"
"5678","XM_031893302.1","REP4_XT","C","Unknown",795,1916,2178,263,15.8,12.2,1,">XM_031893302.1 PREDICTED: Xenopus tropicalis E3 ubiquitin/ISG15 ligase TRIM25-like (LOC116407621), mRNA","LOC116407621"
"5679","XM_031893302.1","REP4_XT","+","Unknown",795,1753,1865,113,8,14.2,0,">XM_031893302.1 PREDICTED: Xenopus tropicalis E3 ubiquitin/ISG15 ligase TRIM25-like (LOC116407621), mRNA","LOC116407621"
"5680","XM_031893311.1","Harbinger-N9_XT","+","DNA/PIF-Harbinger",309,8248,8488,241,16.7,0.8,5.7,">XM_031893311.1 PREDICTED: Xenopus tropicalis uncharacterized LOC101735263 (LOC101735263), mRNA","LOC101735263"
"5681","XM_031893312.1","L2-3_XT","+","LINE/L2",4546,2367,2461,95,21.1,16.8,0,">XM_031893312.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC108644772), mRNA","LOC108644772"
"5682","XM_031893314.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,4814,5014,201,22.4,7.5,0,">XM_031893314.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC105945436), mRNA","LOC105945436"
"5683","XM_031893317.1","Harbinger-N11_XT","C","DNA/PIF-Harbinger",199,2037,2136,100,6,0,0,">XM_031893317.1 PREDICTED: Xenopus tropicalis guanylate-binding protein 1-like (LOC116407627), mRNA","LOC116407627"
